asset_id,snapshot_date,ensemble_probability,risk_level,top_reason_1,top_reason_2,top_reason_3,top_reason_4,top_reason_5,protective_factor_1,protective_factor_2,protective_factor_3
AST027975,2026-05-25,0.5718461802649986,HIGH,numeric__total_maintenance_cost (+0.0107),numeric__maintenance_count (+0.0069),numeric__total_downtime (+0.0055),numeric__total_train_passages (+0.0054),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0021),numeric__avg_downtime (-0.0015),numeric__initial_condition_score (-0.0001)
AST022423,2026-05-25,0.5718460667589013,HIGH,numeric__total_maintenance_cost (+0.0129),numeric__total_downtime (+0.0068),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0061),numeric__days_since_maintenance (+0.0060),numeric__condition_decline (-0.0008),numeric__life_remaining_ratio (-0.0008),numeric__condition_change (-0.0007)
AST034518,2026-05-25,0.571841091242129,HIGH,numeric__total_maintenance_cost (+0.0126),numeric__days_since_maintenance (+0.0066),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0062),numeric__total_downtime (+0.0055),numeric__asset_age_at_snapshot (-0.0009),numeric__maintenance_cost_90d (-0.0008),numeric__wear_usage_risk (-0.0004)
AST002880,2026-05-25,0.5718343872820749,HIGH,numeric__total_maintenance_cost (+0.0129),numeric__days_since_maintenance (+0.0081),numeric__total_downtime (+0.0074),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0062),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__condition_decline (-0.0009)
AST022920,2026-05-25,0.5718314958330261,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__total_downtime (+0.0073),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0061),numeric__days_since_maintenance (+0.0059),numeric__condition_decline (-0.0008),numeric__condition_change (-0.0007),numeric__maintenance_cost_90d (-0.0006)
AST004827,2026-05-25,0.5718258201316029,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0055),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_interval_days (-0.0003)
AST016386,2026-05-25,0.5718255227682962,HIGH,numeric__total_maintenance_cost (+0.0118),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0066),numeric__days_since_maintenance (+0.0057),numeric__total_downtime (+0.0056),numeric__maintenance_cost_90d (-0.0006),numeric__wear_defect_risk (-0.0005),numeric__initial_condition_score (-0.0004)
AST029109,2026-05-25,0.571821051323468,HIGH,numeric__total_maintenance_cost (+0.0137),numeric__days_since_maintenance (+0.0093),numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0068),numeric__avg_downtime (+0.0062),numeric__maintenance_pressure (-0.0026),numeric__maintenance_count_365d (-0.0025),numeric__maintenance_cost_365d (-0.0019)
AST036269,2026-05-25,0.5718168341611034,HIGH,numeric__total_maintenance_cost (+0.0109),numeric__total_downtime (+0.0078),numeric__maintenance_count (+0.0075),numeric__total_train_passages (+0.0056),numeric__maintenance_count_365d (+0.0046),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0016),numeric__condition_decline (-0.0009)
AST034704,2026-05-25,0.5718137277351684,HIGH,numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0066),numeric__days_since_maintenance (+0.0066),numeric__total_downtime (+0.0066),numeric__total_maintenance_cost (+0.0060),numeric__condition_decline (-0.0008),numeric__condition_change (-0.0006),numeric__maintenance_cost_90d (-0.0006)
AST039401,2026-05-25,0.5718097812634519,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0008),numeric__life_remaining_ratio (-0.0008)
AST020688,2026-05-25,0.5718011005906027,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__days_since_maintenance (+0.0081),numeric__total_downtime (+0.0069),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0061),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__condition_decline (-0.0008)
AST026777,2026-05-25,0.5717974721380379,HIGH,numeric__total_maintenance_cost (+0.0110),numeric__maintenance_count (+0.0068),numeric__total_downtime (+0.0060),numeric__total_train_passages (+0.0055),numeric__maintenance_pressure (+0.0051),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0016),numeric__condition_decline (-0.0008)
AST018313,2026-05-25,0.5717844624463757,HIGH,numeric__total_maintenance_cost (+0.0121),numeric__maintenance_count (+0.0067),numeric__days_since_maintenance (+0.0064),numeric__total_train_passages (+0.0063),numeric__total_downtime (+0.0055),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_interval_days (-0.0003),numeric__wear_defect_risk (-0.0002)
AST001790,2026-05-25,0.5717843200068387,HIGH,numeric__days_since_maintenance (+0.0090),numeric__total_maintenance_cost (+0.0072),numeric__avg_downtime (+0.0070),numeric__maintenance_count (+0.0070),numeric__total_downtime (+0.0064),numeric__usage_index (-0.0037),numeric__avg_train_passages (-0.0028),numeric__maintenance_count_180d (-0.0010)
AST010303,2026-05-25,0.5717786636901871,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__total_train_passages (+0.0065),numeric__days_since_maintenance (+0.0060),numeric__maintenance_count (+0.0060),numeric__total_downtime (+0.0052),numeric__avg_downtime (-0.0018),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0004)
AST018404,2026-05-25,0.5717782029560011,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0063),numeric__total_downtime (+0.0055),numeric__avg_downtime (+0.0051),numeric__days_since_maintenance (-0.0019),numeric__maintenance_cost_90d (-0.0006),numeric__wear_defect_risk (-0.0005)
AST030547,2026-05-25,0.5717710943716485,HIGH,numeric__total_maintenance_cost (+0.0114),numeric__maintenance_count (+0.0070),numeric__total_downtime (+0.0064),numeric__total_train_passages (+0.0053),numeric__avg_downtime (+0.0044),numeric__days_since_maintenance (-0.0021),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST023036,2026-05-25,0.5717701712109102,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0072),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0058),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0010),numeric__maintenance_cost_90d (-0.0007)
AST037838,2026-05-25,0.5717689168075174,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0061),numeric__total_downtime (+0.0058),numeric__avg_downtime (+0.0044),numeric__days_since_maintenance (-0.0019),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0003)
AST037851,2026-05-25,0.5717645790198258,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0070),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0060),numeric__avg_downtime (+0.0058),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0008),numeric__maintenance_cost_90d (-0.0008)
AST024379,2026-05-25,0.5717618054682192,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0065),numeric__days_since_maintenance (+0.0058),numeric__total_downtime (+0.0053),numeric__avg_downtime (-0.0018),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0005)
AST034208,2026-05-25,0.5717565152728857,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__total_train_passages (+0.0063),numeric__total_downtime (+0.0061),numeric__days_since_maintenance (+0.0060),numeric__maintenance_count_365d (+0.0054),numeric__avg_downtime (-0.0017),numeric__life_remaining_ratio (-0.0009),numeric__condition_decline (-0.0008)
AST035228,2026-05-25,0.5717535456741379,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0080),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0065),numeric__maintenance_pressure (+0.0060),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__maintenance_cost_90d (-0.0006)
AST024528,2026-05-25,0.5717519801626204,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0071),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0063),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0005),numeric__wear_defect_risk (-0.0002)
AST027106,2026-05-25,0.5717482528719756,HIGH,numeric__total_maintenance_cost (+0.0104),numeric__maintenance_count (+0.0068),numeric__total_train_passages (+0.0053),numeric__total_downtime (+0.0051),numeric__maintenance_pressure (+0.0045),numeric__days_since_maintenance (-0.0021),numeric__avg_downtime (-0.0015),numeric__life_remaining_ratio (-0.0008)
AST013554,2026-05-25,0.5717410700986644,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0070),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0065),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_interval_days (-0.0003)
AST039776,2026-05-25,0.5717394675487786,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0070),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0008),numeric__condition_usage_risk (-0.0006)
AST013015,2026-05-25,0.571731760989947,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__days_since_maintenance (+0.0079),numeric__total_downtime (+0.0067),numeric__total_train_passages (+0.0066),numeric__maintenance_count (+0.0060),numeric__avg_downtime (-0.0020),numeric__maintenance_count_180d (-0.0012),numeric__asset_age_at_snapshot (-0.0011)
AST020144,2026-05-25,0.5717193791811122,HIGH,numeric__total_maintenance_cost (+0.0129),numeric__total_downtime (+0.0067),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0062),numeric__days_since_maintenance (+0.0058),numeric__condition_decline (-0.0008),numeric__maintenance_cost_90d (-0.0007),numeric__condition_change (-0.0006)
AST024862,2026-05-25,0.5717162855934272,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_downtime (+0.0069),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0067),numeric__days_since_maintenance (+0.0058),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007),numeric__maintenance_cost_90d (-0.0006)
AST020285,2026-05-25,0.5717151890137813,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0067),numeric__maintenance_count (+0.0067),numeric__total_downtime (+0.0065),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST031938,2026-05-25,0.5717116122394468,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0081),categorical__station_code_STUR (+0.0071),numeric__total_train_passages (+0.0067),numeric__total_downtime (+0.0064),numeric__avg_downtime (-0.0020),numeric__maintenance_count_180d (-0.0012),numeric__condition_decline (-0.0009)
AST028529,2026-05-25,0.5717101462297854,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0055),numeric__avg_downtime (+0.0053),numeric__days_since_maintenance (-0.0019),numeric__maintenance_cost_90d (-0.0006),numeric__condition_usage_risk (-0.0006)
AST008977,2026-05-25,0.5717062637466968,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0061),numeric__maintenance_count (+0.0061),numeric__days_since_maintenance (+0.0060),numeric__condition_usage_risk (-0.0007),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0003)
AST021452,2026-05-25,0.5717029251544915,HIGH,numeric__total_maintenance_cost (+0.0126),numeric__total_downtime (+0.0070),numeric__total_train_passages (+0.0067),numeric__days_since_maintenance (+0.0066),numeric__maintenance_count (+0.0065),numeric__avg_downtime (-0.0017),numeric__condition_decline (-0.0008),numeric__maintenance_cost_90d (-0.0008)
AST007892,2026-05-25,0.5717017023696769,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0072),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0058),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0008),numeric__maintenance_cost_90d (-0.0007)
AST012968,2026-05-25,0.5717016659873575,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0056),numeric__avg_downtime (+0.0053),numeric__days_since_maintenance (-0.0019),numeric__asset_age_at_snapshot (-0.0006),numeric__maintenance_cost_90d (-0.0006)
AST037747,2026-05-25,0.5716996678840622,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0080),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0059),numeric__maintenance_pressure (+0.0056),numeric__avg_downtime (-0.0020),numeric__maintenance_count_180d (-0.0012),numeric__maintenance_cost_90d (-0.0009)
AST003408,2026-05-25,0.5716956936194362,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0067),numeric__total_downtime (+0.0066),numeric__days_since_maintenance (+0.0064),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007),numeric__maintenance_cost_90d (-0.0006)
AST012722,2026-05-25,0.5716956185609468,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0067),numeric__total_downtime (+0.0065),numeric__avg_downtime (+0.0052),numeric__days_since_maintenance (-0.0019),numeric__life_remaining_ratio (-0.0010),numeric__condition_decline (-0.0007)
AST030875,2026-05-25,0.57167721194588,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0071),numeric__total_downtime (+0.0070),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0067),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0008),numeric__condition_change (-0.0007)
AST034115,2026-05-25,0.5716761347654783,HIGH,numeric__total_maintenance_cost (+0.0107),numeric__maintenance_count (+0.0069),numeric__total_downtime (+0.0055),numeric__total_train_passages (+0.0055),numeric__avg_downtime (+0.0045),numeric__days_since_maintenance (-0.0017),numeric__condition_usage_risk (-0.0005),numeric__asset_age_at_snapshot (-0.0003)
AST006033,2026-05-25,0.5716604158433086,HIGH,numeric__total_maintenance_cost (+0.0105),numeric__maintenance_count (+0.0071),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0050),numeric__avg_downtime (+0.0045),numeric__days_since_maintenance (-0.0020),numeric__asset_age_at_snapshot (-0.0005),numeric__condition_usage_risk (-0.0003)
AST006463,2026-05-25,0.5716571516400635,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0060),numeric__total_downtime (+0.0052),numeric__avg_downtime (-0.0017),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0004)
AST001545,2026-05-25,0.5716312188214956,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__total_downtime (+0.0068),numeric__total_train_passages (+0.0067),numeric__days_since_maintenance (+0.0066),numeric__maintenance_count (+0.0061),numeric__asset_age_at_snapshot (-0.0011),numeric__condition_decline (-0.0009),numeric__maintenance_cost_90d (-0.0008)
AST036522,2026-05-25,0.5716249420735452,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__days_since_maintenance (+0.0078),numeric__total_downtime (+0.0072),numeric__total_train_passages (+0.0068),numeric__maintenance_count (+0.0066),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__condition_decline (-0.0009)
AST009810,2026-05-25,0.5716172189044596,HIGH,numeric__total_maintenance_cost (+0.0120),numeric__days_since_maintenance (+0.0067),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0057),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0007),numeric__remaining_life_years (-0.0003)
AST003341,2026-05-25,0.5716128609489858,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__maintenance_count (+0.0074),numeric__total_downtime (+0.0069),numeric__total_train_passages (+0.0067),numeric__maintenance_count_365d (+0.0051),numeric__days_since_maintenance (-0.0019),numeric__avg_downtime (-0.0017),numeric__condition_decline (-0.0009)
AST036595,2026-05-25,0.5716065453178594,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_downtime (+0.0077),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0067),numeric__avg_downtime (+0.0053),numeric__days_since_maintenance (-0.0018),numeric__maintenance_cost_90d (-0.0008),numeric__condition_decline (-0.0008)
AST003814,2026-05-25,0.5716002142486054,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0071),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0063),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__wear_defect_risk (-0.0006)
AST038164,2026-05-25,0.571599761316231,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0077),numeric__total_downtime (+0.0070),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0066),numeric__avg_downtime (-0.0018),numeric__maintenance_count_180d (-0.0012),numeric__condition_decline (-0.0008)
AST001759,2026-05-25,0.5715954906286063,HIGH,numeric__total_maintenance_cost (+0.0122),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0062),numeric__days_since_maintenance (+0.0058),numeric__total_downtime (+0.0055),numeric__maintenance_cost_90d (-0.0006),numeric__wear_defect_risk (-0.0005),numeric__initial_condition_score (-0.0003)
AST029964,2026-05-25,0.5715905306531663,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0070),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0057),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_interval_days (-0.0003)
AST017234,2026-05-25,0.5715898093472618,HIGH,numeric__total_maintenance_cost (+0.0129),numeric__maintenance_count (+0.0074),numeric__total_downtime (+0.0069),numeric__total_train_passages (+0.0067),numeric__avg_downtime (+0.0051),numeric__days_since_maintenance (-0.0019),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST030975,2026-05-25,0.5715862542208016,HIGH,numeric__total_maintenance_cost (+0.0120),numeric__days_since_maintenance (+0.0081),numeric__total_downtime (+0.0066),numeric__total_train_passages (+0.0062),numeric__maintenance_count (+0.0060),numeric__avg_downtime (-0.0018),numeric__maintenance_count_180d (-0.0011),numeric__life_remaining_ratio (-0.0008)
AST027639,2026-05-25,0.5715795593650959,HIGH,numeric__total_maintenance_cost (+0.0125),numeric__days_since_maintenance (+0.0080),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0060),numeric__maintenance_pressure (+0.0060),numeric__avg_downtime (-0.0019),numeric__maintenance_count_180d (-0.0012),numeric__maintenance_cost_90d (-0.0006)
AST018255,2026-05-25,0.5715769975183136,HIGH,numeric__total_maintenance_cost (+0.0120),numeric__days_since_maintenance (+0.0069),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0065),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__initial_condition_score (-0.0001)
AST023472,2026-05-25,0.5715737106279211,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0052),numeric__maintenance_pressure (+0.0051),numeric__days_since_maintenance (-0.0020),numeric__avg_downtime (-0.0017),numeric__maintenance_cost_90d (-0.0006)
AST004359,2026-05-25,0.5715666341829194,HIGH,numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0065),numeric__days_since_maintenance (+0.0059),numeric__total_downtime (+0.0055),numeric__maintenance_pressure (+0.0050),numeric__avg_downtime (-0.0018),numeric__maintenance_interval_days (-0.0012),numeric__recent_maintenance_activity (-0.0008)
AST014658,2026-05-25,0.5715557038361161,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0008),numeric__maintenance_cost_90d (-0.0008)
AST015617,2026-05-25,0.5715524058914416,HIGH,numeric__total_maintenance_cost (+0.0101),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0067),numeric__total_downtime (+0.0065),numeric__days_since_maintenance (+0.0058),categorical__station_code_KFE (-0.0086),numeric__condition_decline (-0.0009),numeric__condition_change (-0.0007)
AST014757,2026-05-25,0.5715495987171468,HIGH,numeric__total_maintenance_cost (+0.0128),numeric__maintenance_count (+0.0070),numeric__total_downtime (+0.0067),numeric__total_train_passages (+0.0055),numeric__avg_downtime (+0.0044),numeric__days_since_maintenance (-0.0020),categorical__station_code_JVN (-0.0014),numeric__condition_decline (-0.0012)
AST036426,2026-05-25,0.5715482177150624,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__total_downtime (+0.0071),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0066),numeric__days_since_maintenance (+0.0065),numeric__avg_downtime (-0.0016),numeric__maintenance_cost_90d (-0.0008),numeric__condition_decline (-0.0008)
AST027574,2026-05-25,0.5715479768146512,HIGH,numeric__total_maintenance_cost (+0.0107),numeric__maintenance_count (+0.0069),numeric__total_downtime (+0.0056),numeric__total_train_passages (+0.0054),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0015),numeric__avg_downtime (-0.0015),categorical__asset_type_Point Machine (-0.0001)
AST022365,2026-05-25,0.5715462948602664,HIGH,numeric__total_maintenance_cost (+0.0109),numeric__maintenance_count (+0.0068),numeric__total_downtime (+0.0064),numeric__total_train_passages (+0.0054),numeric__maintenance_count_365d (+0.0047),numeric__days_since_maintenance (-0.0021),numeric__avg_downtime (-0.0016),numeric__condition_decline (-0.0008)
AST022381,2026-05-25,0.5715458940859273,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0071),numeric__maintenance_count (+0.0067),numeric__total_train_passages (+0.0065),numeric__avg_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0006),numeric__maintenance_count_90d (-0.0002)
AST024517,2026-05-25,0.5715432567786739,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0053),numeric__maintenance_pressure (+0.0051),numeric__days_since_maintenance (-0.0018),numeric__avg_downtime (-0.0017),numeric__maintenance_cost_90d (-0.0006)
AST030865,2026-05-25,0.5715328407830482,HIGH,numeric__total_maintenance_cost (+0.0107),numeric__maintenance_count (+0.0069),numeric__total_train_passages (+0.0054),numeric__total_downtime (+0.0051),numeric__avg_downtime (+0.0043),numeric__days_since_maintenance (-0.0020),numeric__initial_condition_score (-0.0002),numeric__condition_usage_risk (-0.0001)
AST021000,2026-05-25,0.5715327887098897,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__total_train_passages (+0.0064),numeric__maintenance_count (+0.0060),numeric__days_since_maintenance (+0.0060),numeric__total_downtime (+0.0059),numeric__avg_downtime (-0.0018),numeric__asset_age_at_snapshot (-0.0008),numeric__maintenance_cost_90d (-0.0006)
AST036783,2026-05-25,0.5715314493618269,HIGH,numeric__total_maintenance_cost (+0.0120),numeric__total_downtime (+0.0077),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0064),numeric__maintenance_count (+0.0056),numeric__maintenance_cost_180d (-0.0039),numeric__condition_usage_risk (-0.0008),numeric__condition_decline (-0.0007)
AST002052,2026-05-25,0.5715303398194854,HIGH,numeric__total_maintenance_cost (+0.0129),numeric__total_train_passages (+0.0067),numeric__total_downtime (+0.0067),numeric__maintenance_count (+0.0062),numeric__days_since_maintenance (+0.0058),numeric__condition_decline (-0.0009),numeric__maintenance_cost_90d (-0.0008),numeric__condition_change (-0.0007)
AST022544,2026-05-25,0.5715230700005268,HIGH,numeric__total_maintenance_cost (+0.0130),numeric__total_downtime (+0.0069),numeric__days_since_maintenance (+0.0069),numeric__total_train_passages (+0.0067),numeric__maintenance_count (+0.0061),numeric__avg_downtime (-0.0017),numeric__condition_decline (-0.0009),numeric__maintenance_cost_90d (-0.0008)
AST028153,2026-05-25,0.5715194653801337,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0060),numeric__avg_downtime (+0.0056),numeric__asset_age_at_snapshot (-0.0016),numeric__maintenance_count_180d (-0.0010),numeric__life_remaining_ratio (-0.0008)
AST037962,2026-05-25,0.5715182859144485,HIGH,numeric__total_maintenance_cost (+0.0119),numeric__total_downtime (+0.0074),numeric__maintenance_count (+0.0060),numeric__days_since_maintenance (+0.0060),numeric__total_train_passages (+0.0058),numeric__avg_downtime (-0.0016),numeric__life_remaining_ratio (-0.0009),numeric__condition_decline (-0.0007)
AST017586,2026-05-25,0.5715177507563406,HIGH,numeric__total_maintenance_cost (+0.0119),numeric__maintenance_count (+0.0066),numeric__total_train_passages (+0.0065),numeric__days_since_maintenance (+0.0064),numeric__total_downtime (+0.0056),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0005),numeric__maintenance_interval_days (-0.0003)
AST036327,2026-05-25,0.5715161866360383,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__total_downtime (+0.0073),numeric__total_train_passages (+0.0068),numeric__days_since_maintenance (+0.0068),numeric__maintenance_count (+0.0067),numeric__maintenance_count_180d (-0.0010),numeric__condition_decline (-0.0010),numeric__maintenance_cost_90d (-0.0007)
AST005393,2026-05-25,0.5715137079589272,HIGH,numeric__total_maintenance_cost (+0.0123),numeric__maintenance_count (+0.0074),numeric__total_train_passages (+0.0065),numeric__total_downtime (+0.0056),numeric__maintenance_pressure (+0.0047),numeric__days_since_maintenance (-0.0019),numeric__avg_downtime (-0.0017),numeric__maintenance_cost_90d (-0.0006)
AST035982,2026-05-25,0.5715051408147269,HIGH,numeric__total_maintenance_cost (+0.0124),numeric__days_since_maintenance (+0.0068),numeric__total_train_passages (+0.0065),numeric__maintenance_count (+0.0061),numeric__avg_downtime (+0.0054),numeric__maintenance_count_180d (-0.0010),numeric__maintenance_cost_90d (-0.0007),numeric__maintenance_interval_days (-0.0003)
AST003032,2026-05-25,0.5715048036694157,HIGH,numeric__total_maintenance_cost (+0.0131),numeric__maintenance_count (+0.0070),numeric__total_train_passages (+0.0067),numeric__total_downtime (+0.0064),numeric__avg_downtime (+0.0052),numeric__days_since_maintenance (-0.0018),numeric__condition_decline (-0.0009),numeric__maintenance_cost_90d (-0.0008)
