asset_id,snapshot_date,actual,predicted_probability,predicted_class,risk_probability,risk_level,risk_score,recommended_action
AST030240,2026-05-25,0,0.4108276377301837,0,0.4108276377301837,HIGH,41.08,Schedule inspection within 7 days
AST030241,2026-05-25,0,0.4184384496111983,0,0.4184384496111983,HIGH,41.84,Schedule inspection within 7 days
AST030242,2026-05-25,0,0.4297654761488796,0,0.4297654761488796,HIGH,42.98,Schedule inspection within 7 days
AST030243,2026-05-25,0,0.4745604771456024,0,0.4745604771456024,HIGH,47.46,Schedule inspection within 7 days
AST030244,2026-05-25,0,0.0005412480131549,0,0.0005412480131549,LOW,0.05,Routine monitoring
AST030245,2026-05-25,0,0.0008651346312311,0,0.0008651346312311,LOW,0.09,Routine monitoring
AST030246,2026-05-25,0,0.000731417966751,0,0.000731417966751,LOW,0.07,Routine monitoring
AST030247,2026-05-25,0,0.2223956641176505,0,0.2223956641176505,MEDIUM,22.24,Monitor asset condition
AST030248,2026-05-25,0,0.5332682525936878,1,0.5332682525936878,HIGH,53.33,Schedule inspection within 7 days
AST030249,2026-05-25,0,0.0002128691050357,0,0.0002128691050357,LOW,0.02,Routine monitoring
AST030250,2026-05-25,0,0.0023997340918738,0,0.0023997340918738,LOW,0.24,Routine monitoring
AST030272,2026-05-25,0,0.4063889812187316,0,0.4063889812187316,HIGH,40.64,Schedule inspection within 7 days
AST030193,2026-05-25,0,0.653660123849172,1,0.653660123849172,CRITICAL,65.37,Immediate inspection
AST030353,2026-05-25,0,0.4540445331065725,0,0.4540445331065725,HIGH,45.4,Schedule inspection within 7 days
AST030355,2026-05-25,1,0.5530971747290081,1,0.5530971747290081,HIGH,55.31,Schedule inspection within 7 days
AST030457,2026-05-25,1,0.4636267029563723,0,0.4636267029563723,HIGH,46.36,Schedule inspection within 7 days
AST030458,2026-05-25,1,0.5360033563158015,1,0.5360033563158015,HIGH,53.6,Schedule inspection within 7 days
AST030459,2026-05-25,0,0.5939683819391959,1,0.5939683819391959,HIGH,59.4,Schedule inspection within 7 days
AST030460,2026-05-25,0,0.5510344076309835,1,0.5510344076309835,HIGH,55.1,Schedule inspection within 7 days
AST030461,2026-05-25,0,0.6167945940804186,1,0.6167945940804186,CRITICAL,61.68,Immediate inspection
AST030462,2026-05-25,1,0.572591129561628,1,0.572591129561628,HIGH,57.26,Schedule inspection within 7 days
AST030463,2026-05-25,0,0.0016035123155221,0,0.0016035123155221,LOW,0.16,Routine monitoring
AST030456,2026-05-25,0,0.5832381038019706,1,0.5832381038019706,HIGH,58.32,Schedule inspection within 7 days
AST030464,2026-05-25,0,0.3370407042256522,0,0.3370407042256522,MEDIUM,33.7,Monitor asset condition
AST030466,2026-05-25,0,0.6085252414023322,1,0.6085252414023322,CRITICAL,60.85,Immediate inspection
AST030467,2026-05-25,0,0.5269734602443623,1,0.5269734602443623,HIGH,52.7,Schedule inspection within 7 days
AST030468,2026-05-25,0,0.6493518553189278,1,0.6493518553189278,CRITICAL,64.94,Immediate inspection
AST030469,2026-05-25,0,0.4554524998630578,0,0.4554524998630578,HIGH,45.55,Schedule inspection within 7 days
AST030470,2026-05-25,0,0.6054077641789795,1,0.6054077641789795,CRITICAL,60.54,Immediate inspection
AST030471,2026-05-25,1,0.3919066021747576,0,0.3919066021747576,MEDIUM,39.19,Monitor asset condition
AST030472,2026-05-25,0,0.5845866871999528,1,0.5845866871999528,HIGH,58.46,Schedule inspection within 7 days
AST030465,2026-05-25,0,0.6563980228800071,1,0.6563980228800071,CRITICAL,65.64,Immediate inspection
AST030473,2026-05-25,0,0.4272560324509085,0,0.4272560324509085,HIGH,42.73,Schedule inspection within 7 days
AST030455,2026-05-25,0,0.5431377359694608,1,0.5431377359694608,HIGH,54.31,Schedule inspection within 7 days
AST030453,2026-05-25,0,0.3818004795727285,0,0.3818004795727285,MEDIUM,38.18,Monitor asset condition
AST030437,2026-05-25,0,0.6789812864240199,1,0.6789812864240199,CRITICAL,67.9,Immediate inspection
AST030438,2026-05-25,0,0.5144542277082107,1,0.5144542277082107,HIGH,51.45,Schedule inspection within 7 days
AST030439,2026-05-25,1,0.5988668184132249,1,0.5988668184132249,HIGH,59.89,Schedule inspection within 7 days
AST030440,2026-05-25,0,0.5560993054621238,1,0.5560993054621238,HIGH,55.61,Schedule inspection within 7 days
AST030441,2026-05-25,1,0.5631944178926183,1,0.5631944178926183,HIGH,56.32,Schedule inspection within 7 days
AST030442,2026-05-25,0,0.5282265088186028,1,0.5282265088186028,HIGH,52.82,Schedule inspection within 7 days
AST030443,2026-05-25,0,0.564564469622296,1,0.564564469622296,HIGH,56.46,Schedule inspection within 7 days
AST030454,2026-05-25,1,0.637505817571112,1,0.637505817571112,CRITICAL,63.75,Immediate inspection
AST030444,2026-05-25,0,0.589011973724767,1,0.589011973724767,HIGH,58.9,Schedule inspection within 7 days
AST030446,2026-05-25,0,0.3474518734017589,0,0.3474518734017589,MEDIUM,34.75,Monitor asset condition
AST030447,2026-05-25,0,0.4263888785482104,0,0.4263888785482104,HIGH,42.64,Schedule inspection within 7 days
AST030448,2026-05-25,0,0.5961944502133718,1,0.5961944502133718,HIGH,59.62,Schedule inspection within 7 days
AST030449,2026-05-25,0,0.6815131196933787,1,0.6815131196933787,CRITICAL,68.15,Immediate inspection
AST030450,2026-05-25,0,0.5497318895642409,1,0.5497318895642409,HIGH,54.97,Schedule inspection within 7 days
AST030451,2026-05-25,0,0.4770037396836255,0,0.4770037396836255,HIGH,47.7,Schedule inspection within 7 days
AST030452,2026-05-25,0,0.5374557964861791,1,0.5374557964861791,HIGH,53.75,Schedule inspection within 7 days
AST030445,2026-05-25,1,0.5020274477003828,1,0.5020274477003828,HIGH,50.2,Schedule inspection within 7 days
AST030474,2026-05-25,0,0.5785673026826287,1,0.5785673026826287,HIGH,57.86,Schedule inspection within 7 days
AST030475,2026-05-25,0,0.0020587694450344,0,0.0020587694450344,LOW,0.21,Routine monitoring
AST030476,2026-05-25,0,0.5849820265253085,1,0.5849820265253085,HIGH,58.5,Schedule inspection within 7 days
AST030498,2026-05-25,0,0.4484975162612901,0,0.4484975162612901,HIGH,44.85,Schedule inspection within 7 days
AST030499,2026-05-25,0,0.0024391964291783,0,0.0024391964291783,LOW,0.24,Routine monitoring
AST030500,2026-05-25,0,0.5697748836086008,1,0.5697748836086008,HIGH,56.98,Schedule inspection within 7 days
AST030501,2026-05-25,0,0.4654488793167897,0,0.4654488793167897,HIGH,46.54,Schedule inspection within 7 days
AST030502,2026-05-25,0,0.5482710862867247,1,0.5482710862867247,HIGH,54.83,Schedule inspection within 7 days
AST030503,2026-05-25,0,0.6412469293547262,1,0.6412469293547262,CRITICAL,64.12,Immediate inspection
AST030504,2026-05-25,0,0.4707571275945514,0,0.4707571275945514,HIGH,47.08,Schedule inspection within 7 days
AST030497,2026-05-25,1,0.5656365797723937,1,0.5656365797723937,HIGH,56.56,Schedule inspection within 7 days
AST030505,2026-05-25,0,0.3154355487508032,0,0.3154355487508032,MEDIUM,31.54,Monitor asset condition
AST030507,2026-05-25,0,0.0007481360293694,0,0.0007481360293694,LOW,0.07,Routine monitoring
AST030508,2026-05-25,1,0.5657138518747127,1,0.5657138518747127,HIGH,56.57,Schedule inspection within 7 days
AST030509,2026-05-25,0,0.4682623780824094,0,0.4682623780824094,HIGH,46.83,Schedule inspection within 7 days
AST030510,2026-05-25,0,0.5047398930849502,1,0.5047398930849502,HIGH,50.47,Schedule inspection within 7 days
AST030511,2026-05-25,0,0.5499748471483317,1,0.5499748471483317,HIGH,55.0,Schedule inspection within 7 days
AST030512,2026-05-25,1,0.6458270665157373,1,0.6458270665157373,CRITICAL,64.58,Immediate inspection
AST030513,2026-05-25,0,0.579770993601985,1,0.579770993601985,HIGH,57.98,Schedule inspection within 7 days
AST030506,2026-05-25,0,0.600633445881991,1,0.600633445881991,CRITICAL,60.06,Immediate inspection
AST030496,2026-05-25,0,0.37881208080607,0,0.37881208080607,MEDIUM,37.88,Monitor asset condition
AST030495,2026-05-25,0,0.0029218420409963,0,0.0029218420409963,LOW,0.29,Routine monitoring
AST030494,2026-05-25,0,0.6721095159414826,1,0.6721095159414826,CRITICAL,67.21,Immediate inspection
AST030477,2026-05-25,0,0.6194844012685656,1,0.6194844012685656,CRITICAL,61.95,Immediate inspection
AST030478,2026-05-25,0,0.5700202491100924,1,0.5700202491100924,HIGH,57.0,Schedule inspection within 7 days
AST030479,2026-05-25,0,0.4571108203574811,0,0.4571108203574811,HIGH,45.71,Schedule inspection within 7 days
AST030480,2026-05-25,0,0.4944163227412207,0,0.4944163227412207,HIGH,49.44,Schedule inspection within 7 days
AST030481,2026-05-25,0,0.0023153812151215,0,0.0023153812151215,LOW,0.23,Routine monitoring
AST030482,2026-05-25,0,0.6012441885606591,1,0.6012441885606591,CRITICAL,60.12,Immediate inspection
AST030483,2026-05-25,0,0.6552767444254896,1,0.6552767444254896,CRITICAL,65.53,Immediate inspection
AST030484,2026-05-25,0,0.5841006937978545,1,0.5841006937978545,HIGH,58.41,Schedule inspection within 7 days
AST030485,2026-05-25,0,0.5094957813256852,1,0.5094957813256852,HIGH,50.95,Schedule inspection within 7 days
AST030486,2026-05-25,1,0.5552949430968359,1,0.5552949430968359,HIGH,55.53,Schedule inspection within 7 days
AST030487,2026-05-25,0,0.4775400448774323,0,0.4775400448774323,HIGH,47.75,Schedule inspection within 7 days
AST030488,2026-05-25,1,0.4814655148511444,0,0.4814655148511444,HIGH,48.15,Schedule inspection within 7 days
AST030489,2026-05-25,0,0.6222651639357802,1,0.6222651639357802,CRITICAL,62.23,Immediate inspection
AST030490,2026-05-25,0,0.4633281426945409,0,0.4633281426945409,HIGH,46.33,Schedule inspection within 7 days
AST030491,2026-05-25,1,0.5870928165286188,1,0.5870928165286188,HIGH,58.71,Schedule inspection within 7 days
AST030492,2026-05-25,0,0.5819802231571551,1,0.5819802231571551,HIGH,58.2,Schedule inspection within 7 days
AST030493,2026-05-25,0,0.3161674084126162,0,0.3161674084126162,MEDIUM,31.62,Monitor asset condition
AST030436,2026-05-25,0,0.5934542650884149,1,0.5934542650884149,HIGH,59.35,Schedule inspection within 7 days
AST030354,2026-05-25,0,0.3315579980423163,0,0.3315579980423163,MEDIUM,33.16,Monitor asset condition
AST030435,2026-05-25,0,0.6282648140971414,1,0.6282648140971414,CRITICAL,62.83,Immediate inspection
AST030433,2026-05-25,1,0.4256273097795748,0,0.4256273097795748,HIGH,42.56,Schedule inspection within 7 days
AST030376,2026-05-25,0,0.5596036862260646,1,0.5596036862260646,HIGH,55.96,Schedule inspection within 7 days
AST030377,2026-05-25,0,0.6114779604002303,1,0.6114779604002303,CRITICAL,61.15,Immediate inspection
AST030378,2026-05-25,0,0.0021870261436358,0,0.0021870261436358,LOW,0.22,Routine monitoring
AST030379,2026-05-25,1,0.4123634802374057,0,0.4123634802374057,HIGH,41.24,Schedule inspection within 7 days
AST030380,2026-05-25,0,0.4333279840539786,0,0.4333279840539786,HIGH,43.33,Schedule inspection within 7 days
AST030381,2026-05-25,0,0.0023067200171381,0,0.0023067200171381,LOW,0.23,Routine monitoring
AST030382,2026-05-25,0,0.5555391950957078,1,0.5555391950957078,HIGH,55.55,Schedule inspection within 7 days
AST030375,2026-05-25,0,0.0009650614425222,0,0.0009650614425222,LOW,0.1,Routine monitoring
AST030383,2026-05-25,0,0.5570483738430058,1,0.5570483738430058,HIGH,55.7,Schedule inspection within 7 days
AST030385,2026-05-25,0,0.6143162923467776,1,0.6143162923467776,CRITICAL,61.43,Immediate inspection
AST030386,2026-05-25,1,0.6207926327991118,1,0.6207926327991118,CRITICAL,62.08,Immediate inspection
AST030387,2026-05-25,0,0.5767034129413153,1,0.5767034129413153,HIGH,57.67,Schedule inspection within 7 days
AST030388,2026-05-25,0,0.3948519796179825,0,0.3948519796179825,MEDIUM,39.49,Monitor asset condition
AST030389,2026-05-25,0,0.6671569634183541,1,0.6671569634183541,CRITICAL,66.72,Immediate inspection
AST030390,2026-05-25,0,0.6091971793742307,1,0.6091971793742307,CRITICAL,60.92,Immediate inspection
AST030391,2026-05-25,0,0.4173843938066982,0,0.4173843938066982,HIGH,41.74,Schedule inspection within 7 days
AST030384,2026-05-25,0,0.5854116164199971,1,0.5854116164199971,HIGH,58.54,Schedule inspection within 7 days
AST030392,2026-05-25,0,0.4523000672778731,0,0.4523000672778731,HIGH,45.23,Schedule inspection within 7 days
AST030374,2026-05-25,0,0.3779330779007053,0,0.3779330779007053,MEDIUM,37.79,Monitor asset condition
AST030372,2026-05-25,0,0.4635573600514781,0,0.4635573600514781,HIGH,46.36,Schedule inspection within 7 days
AST030356,2026-05-25,0,0.6016434481289661,1,0.6016434481289661,CRITICAL,60.16,Immediate inspection
AST030357,2026-05-25,0,0.3110009827315174,0,0.3110009827315174,MEDIUM,31.1,Monitor asset condition
AST030358,2026-05-25,0,0.0024738335214762,0,0.0024738335214762,LOW,0.25,Routine monitoring
AST030359,2026-05-25,0,0.3600048045850639,0,0.3600048045850639,MEDIUM,36.0,Monitor asset condition
AST030360,2026-05-25,0,0.0028540338806338,0,0.0028540338806338,LOW,0.29,Routine monitoring
AST030361,2026-05-25,0,0.6147690481051998,1,0.6147690481051998,CRITICAL,61.48,Immediate inspection
AST030362,2026-05-25,0,0.4591351157770412,0,0.4591351157770412,HIGH,45.91,Schedule inspection within 7 days
AST030373,2026-05-25,0,0.6134046087538647,1,0.6134046087538647,CRITICAL,61.34,Immediate inspection
AST030363,2026-05-25,1,0.4968364992409279,0,0.4968364992409279,HIGH,49.68,Schedule inspection within 7 days
AST030365,2026-05-25,0,0.5313950128491776,1,0.5313950128491776,HIGH,53.14,Schedule inspection within 7 days
AST030366,2026-05-25,0,0.573931371931557,1,0.573931371931557,HIGH,57.39,Schedule inspection within 7 days
AST030367,2026-05-25,0,0.4832822250710419,0,0.4832822250710419,HIGH,48.33,Schedule inspection within 7 days
AST030368,2026-05-25,1,0.5526484351413125,1,0.5526484351413125,HIGH,55.26,Schedule inspection within 7 days
AST030369,2026-05-25,0,0.3577999995866713,0,0.3577999995866713,MEDIUM,35.78,Monitor asset condition
AST030370,2026-05-25,0,0.2465056900531661,0,0.2465056900531661,MEDIUM,24.65,Monitor asset condition
AST030371,2026-05-25,1,0.5678142540520777,1,0.5678142540520777,HIGH,56.78,Schedule inspection within 7 days
AST030364,2026-05-25,0,0.5096615277778558,1,0.5096615277778558,HIGH,50.97,Schedule inspection within 7 days
AST030393,2026-05-25,0,0.6139301131852749,1,0.6139301131852749,CRITICAL,61.39,Immediate inspection
AST030394,2026-05-25,0,0.6037457050996589,1,0.6037457050996589,CRITICAL,60.37,Immediate inspection
AST030395,2026-05-25,0,0.5897272821732752,1,0.5897272821732752,HIGH,58.97,Schedule inspection within 7 days
AST030417,2026-05-25,0,0.0012019928072005,0,0.0012019928072005,LOW,0.12,Routine monitoring
AST030418,2026-05-25,0,0.5036224358759206,1,0.5036224358759206,HIGH,50.36,Schedule inspection within 7 days
AST030419,2026-05-25,0,0.556038988254077,1,0.556038988254077,HIGH,55.6,Schedule inspection within 7 days
AST030420,2026-05-25,0,0.0025102380895887,0,0.0025102380895887,LOW,0.25,Routine monitoring
AST030421,2026-05-25,0,0.565346709491476,1,0.565346709491476,HIGH,56.53,Schedule inspection within 7 days
AST030422,2026-05-25,0,0.5965247230409825,1,0.5965247230409825,HIGH,59.65,Schedule inspection within 7 days
AST030423,2026-05-25,0,0.2491732497228468,0,0.2491732497228468,MEDIUM,24.92,Monitor asset condition
AST030416,2026-05-25,0,0.4603401304993723,0,0.4603401304993723,HIGH,46.03,Schedule inspection within 7 days
AST030424,2026-05-25,0,0.480490942264461,0,0.480490942264461,HIGH,48.05,Schedule inspection within 7 days
AST030426,2026-05-25,0,0.0016605064513587,0,0.0016605064513587,LOW,0.17,Routine monitoring
AST030427,2026-05-25,0,0.4459239175897824,0,0.4459239175897824,HIGH,44.59,Schedule inspection within 7 days
AST030428,2026-05-25,0,0.4802478520247689,0,0.4802478520247689,HIGH,48.02,Schedule inspection within 7 days
AST030429,2026-05-25,0,0.5325680480258105,1,0.5325680480258105,HIGH,53.26,Schedule inspection within 7 days
AST030430,2026-05-25,0,0.4207062948725151,0,0.4207062948725151,HIGH,42.07,Schedule inspection within 7 days
AST030431,2026-05-25,1,0.4487023575240635,0,0.4487023575240635,HIGH,44.87,Schedule inspection within 7 days
AST030432,2026-05-25,0,0.5608912553660066,1,0.5608912553660066,HIGH,56.09,Schedule inspection within 7 days
AST030425,2026-05-25,0,0.5990013188631059,1,0.5990013188631059,HIGH,59.9,Schedule inspection within 7 days
AST030415,2026-05-25,0,0.4019959690797144,0,0.4019959690797144,HIGH,40.2,Schedule inspection within 7 days
AST030414,2026-05-25,0,0.622155598825751,1,0.622155598825751,CRITICAL,62.22,Immediate inspection
AST030413,2026-05-25,0,0.6165517097768001,1,0.6165517097768001,CRITICAL,61.66,Immediate inspection
AST030396,2026-05-25,0,0.4684089489684458,0,0.4684089489684458,HIGH,46.84,Schedule inspection within 7 days
AST030397,2026-05-25,1,0.6021533317630865,1,0.6021533317630865,CRITICAL,60.22,Immediate inspection
AST030398,2026-05-25,0,0.6218433222396293,1,0.6218433222396293,CRITICAL,62.18,Immediate inspection
AST030399,2026-05-25,0,0.6157283679018469,1,0.6157283679018469,CRITICAL,61.57,Immediate inspection
AST030400,2026-05-25,0,0.5976555073529665,1,0.5976555073529665,HIGH,59.77,Schedule inspection within 7 days
AST030401,2026-05-25,0,0.3035475172890727,0,0.3035475172890727,MEDIUM,30.35,Monitor asset condition
AST030402,2026-05-25,0,0.5987681102835302,1,0.5987681102835302,HIGH,59.88,Schedule inspection within 7 days
AST030403,2026-05-25,0,0.0018355685354836,0,0.0018355685354836,LOW,0.18,Routine monitoring
AST030404,2026-05-25,0,0.601861260406563,1,0.601861260406563,CRITICAL,60.19,Immediate inspection
AST030405,2026-05-25,0,0.6326654052091186,1,0.6326654052091186,CRITICAL,63.27,Immediate inspection
AST030406,2026-05-25,1,0.5573581434002196,1,0.5573581434002196,HIGH,55.74,Schedule inspection within 7 days
AST030407,2026-05-25,0,0.1398670016734848,0,0.1398670016734848,LOW,13.99,Routine monitoring
AST030408,2026-05-25,0,0.0010562735766597,0,0.0010562735766597,LOW,0.11,Routine monitoring
AST030409,2026-05-25,0,0.5874318881819035,1,0.5874318881819035,HIGH,58.74,Schedule inspection within 7 days
AST030410,2026-05-25,0,0.6049497682106452,1,0.6049497682106452,CRITICAL,60.49,Immediate inspection
AST030411,2026-05-25,0,0.5579512936473345,1,0.5579512936473345,HIGH,55.8,Schedule inspection within 7 days
AST030412,2026-05-25,1,0.5522263936452845,1,0.5522263936452845,HIGH,55.22,Schedule inspection within 7 days
AST030434,2026-05-25,0,0.5922135810880494,1,0.5922135810880494,HIGH,59.22,Schedule inspection within 7 days
AST030192,2026-05-25,0,0.6176965893466976,1,0.6176965893466976,CRITICAL,61.77,Immediate inspection
AST030191,2026-05-25,0,0.5860454322542447,1,0.5860454322542447,HIGH,58.6,Schedule inspection within 7 days
AST030190,2026-05-25,0,0.3722225901237506,0,0.3722225901237506,MEDIUM,37.22,Monitor asset condition
AST029970,2026-05-25,0,0.5682862130887312,1,0.5682862130887312,HIGH,56.83,Schedule inspection within 7 days
AST029971,2026-05-25,0,0.4346861089476613,0,0.4346861089476613,HIGH,43.47,Schedule inspection within 7 days
AST029972,2026-05-25,0,0.5044414051019736,1,0.5044414051019736,HIGH,50.44,Schedule inspection within 7 days
AST029973,2026-05-25,0,0.5756087893000753,1,0.5756087893000753,HIGH,57.56,Schedule inspection within 7 days
AST029974,2026-05-25,0,0.5712710813818809,1,0.5712710813818809,HIGH,57.13,Schedule inspection within 7 days
AST029975,2026-05-25,1,0.6241909501470397,1,0.6241909501470397,CRITICAL,62.42,Immediate inspection
AST029976,2026-05-25,0,0.6328928971019057,1,0.6328928971019057,CRITICAL,63.29,Immediate inspection
AST029969,2026-05-25,0,0.539843231204985,1,0.539843231204985,HIGH,53.98,Schedule inspection within 7 days
AST029977,2026-05-25,0,0.0010622570741403,0,0.0010622570741403,LOW,0.11,Routine monitoring
AST029979,2026-05-25,0,0.3861621423570164,0,0.3861621423570164,MEDIUM,38.62,Monitor asset condition
AST029980,2026-05-25,0,0.6170798431296141,1,0.6170798431296141,CRITICAL,61.71,Immediate inspection
AST029981,2026-05-25,1,0.5459156849471128,1,0.5459156849471128,HIGH,54.59,Schedule inspection within 7 days
AST029982,2026-05-25,0,0.5833916315584122,1,0.5833916315584122,HIGH,58.34,Schedule inspection within 7 days
AST029983,2026-05-25,0,0.3929754515804876,0,0.3929754515804876,MEDIUM,39.3,Monitor asset condition
AST029984,2026-05-25,0,0.0016252142137889,0,0.0016252142137889,LOW,0.16,Routine monitoring
AST029985,2026-05-25,0,0.3740920761537806,0,0.3740920761537806,MEDIUM,37.41,Monitor asset condition
AST029978,2026-05-25,0,0.6524012927144256,1,0.6524012927144256,CRITICAL,65.24,Immediate inspection
AST029986,2026-05-25,0,0.0021236276451007,0,0.0021236276451007,LOW,0.21,Routine monitoring
AST029968,2026-05-25,0,0.4674846043642392,0,0.4674846043642392,HIGH,46.75,Schedule inspection within 7 days
AST029966,2026-05-25,0,0.6130476719792973,1,0.6130476719792973,CRITICAL,61.3,Immediate inspection
AST029950,2026-05-25,0,0.6065507318464339,1,0.6065507318464339,CRITICAL,60.66,Immediate inspection
AST029951,2026-05-25,0,0.5643747328516338,1,0.5643747328516338,HIGH,56.44,Schedule inspection within 7 days
AST029952,2026-05-25,0,0.469638741944464,0,0.469638741944464,HIGH,46.96,Schedule inspection within 7 days
AST029953,2026-05-25,0,0.6398226774387779,1,0.6398226774387779,CRITICAL,63.98,Immediate inspection
AST029954,2026-05-25,0,0.6158158337585578,1,0.6158158337585578,CRITICAL,61.58,Immediate inspection
AST029955,2026-05-25,0,0.6089437713080368,1,0.6089437713080368,CRITICAL,60.89,Immediate inspection
AST029956,2026-05-25,0,0.0007724315155758,0,0.0007724315155758,LOW,0.08,Routine monitoring
AST029967,2026-05-25,0,0.6281320308377281,1,0.6281320308377281,CRITICAL,62.81,Immediate inspection
AST029957,2026-05-25,0,0.593231042756006,1,0.593231042756006,HIGH,59.32,Schedule inspection within 7 days
AST029959,2026-05-25,0,0.4839643143342282,0,0.4839643143342282,HIGH,48.4,Schedule inspection within 7 days
AST029960,2026-05-25,0,0.54447357615606,1,0.54447357615606,HIGH,54.45,Schedule inspection within 7 days
AST029961,2026-05-25,0,0.5571211155713955,1,0.5571211155713955,HIGH,55.71,Schedule inspection within 7 days
AST029962,2026-05-25,0,0.0021308071761388,0,0.0021308071761388,LOW,0.21,Routine monitoring
AST029963,2026-05-25,1,0.4398486501355969,0,0.4398486501355969,HIGH,43.98,Schedule inspection within 7 days
AST029964,2026-05-25,0,0.6059049615336098,1,0.6059049615336098,CRITICAL,60.59,Immediate inspection
AST029965,2026-05-25,1,0.6240536853371703,1,0.6240536853371703,CRITICAL,62.41,Immediate inspection
AST029958,2026-05-25,0,0.4849556654194266,0,0.4849556654194266,HIGH,48.5,Schedule inspection within 7 days
AST029987,2026-05-25,0,0.0013072058378584,0,0.0013072058378584,LOW,0.13,Routine monitoring
AST029988,2026-05-25,0,0.6419239830734389,1,0.6419239830734389,CRITICAL,64.19,Immediate inspection
AST029989,2026-05-25,0,0.4164898026545663,0,0.4164898026545663,HIGH,41.65,Schedule inspection within 7 days
AST030011,2026-05-25,0,0.0010125079270596,0,0.0010125079270596,LOW,0.1,Routine monitoring
AST030012,2026-05-25,0,0.4669228302814417,0,0.4669228302814417,HIGH,46.69,Schedule inspection within 7 days
AST030013,2026-05-25,0,0.433511005113729,0,0.433511005113729,HIGH,43.35,Schedule inspection within 7 days
AST030014,2026-05-25,0,0.0019496231764826,0,0.0019496231764826,LOW,0.19,Routine monitoring
AST030015,2026-05-25,0,0.5010085564447838,1,0.5010085564447838,HIGH,50.1,Schedule inspection within 7 days
AST030016,2026-05-25,0,0.6287822903331294,1,0.6287822903331294,CRITICAL,62.88,Immediate inspection
AST030017,2026-05-25,1,0.6221803989099757,1,0.6221803989099757,CRITICAL,62.22,Immediate inspection
AST030010,2026-05-25,0,0.5483148423496691,1,0.5483148423496691,HIGH,54.83,Schedule inspection within 7 days
AST030018,2026-05-25,1,0.6033213273364654,1,0.6033213273364654,CRITICAL,60.33,Immediate inspection
AST030020,2026-05-25,0,0.4986950047534413,0,0.4986950047534413,HIGH,49.87,Schedule inspection within 7 days
AST030021,2026-05-25,0,0.5354419837923048,1,0.5354419837923048,HIGH,53.54,Schedule inspection within 7 days
AST030022,2026-05-25,0,0.0022020816107533,0,0.0022020816107533,LOW,0.22,Routine monitoring
AST030023,2026-05-25,0,0.402404169765334,0,0.402404169765334,HIGH,40.24,Schedule inspection within 7 days
AST030024,2026-05-25,0,0.6535945766939085,1,0.6535945766939085,CRITICAL,65.36,Immediate inspection
AST030025,2026-05-25,0,0.6145354275080105,1,0.6145354275080105,CRITICAL,61.45,Immediate inspection
AST030026,2026-05-25,0,0.6018820805928564,1,0.6018820805928564,CRITICAL,60.19,Immediate inspection
AST030019,2026-05-25,0,0.5333946231666935,1,0.5333946231666935,HIGH,53.34,Schedule inspection within 7 days
AST030009,2026-05-25,0,0.3982843304005192,0,0.3982843304005192,MEDIUM,39.83,Monitor asset condition
AST030008,2026-05-25,1,0.4441565150954487,0,0.4441565150954487,HIGH,44.42,Schedule inspection within 7 days
AST030007,2026-05-25,0,0.6104481219750062,1,0.6104481219750062,CRITICAL,61.04,Immediate inspection
AST029990,2026-05-25,0,0.5179119696431987,1,0.5179119696431987,HIGH,51.79,Schedule inspection within 7 days
AST029991,2026-05-25,1,0.5607387865757638,1,0.5607387865757638,HIGH,56.07,Schedule inspection within 7 days
AST029992,2026-05-25,0,0.4741330917357389,0,0.4741330917357389,HIGH,47.41,Schedule inspection within 7 days
AST029993,2026-05-25,0,0.5631355056588205,1,0.5631355056588205,HIGH,56.31,Schedule inspection within 7 days
AST029994,2026-05-25,0,0.611646328892956,1,0.611646328892956,CRITICAL,61.16,Immediate inspection
AST029995,2026-05-25,0,0.4354839683878568,0,0.4354839683878568,HIGH,43.55,Schedule inspection within 7 days
AST029996,2026-05-25,0,0.3168170467841022,0,0.3168170467841022,MEDIUM,31.68,Monitor asset condition
AST029997,2026-05-25,0,0.6399394654822279,1,0.6399394654822279,CRITICAL,63.99,Immediate inspection
AST029998,2026-05-25,0,0.6911313028425319,1,0.6911313028425319,CRITICAL,69.11,Immediate inspection
AST029999,2026-05-25,0,0.6267440488548739,1,0.6267440488548739,CRITICAL,62.67,Immediate inspection
AST030000,2026-05-25,0,0.3553583692401943,0,0.3553583692401943,MEDIUM,35.54,Monitor asset condition
AST030001,2026-05-25,0,0.620522128308562,1,0.620522128308562,CRITICAL,62.05,Immediate inspection
AST030002,2026-05-25,1,0.6239481746692549,1,0.6239481746692549,CRITICAL,62.39,Immediate inspection
AST030003,2026-05-25,0,0.3946280798470111,0,0.3946280798470111,MEDIUM,39.46,Monitor asset condition
AST030004,2026-05-25,0,0.5800109167877153,1,0.5800109167877153,HIGH,58.0,Schedule inspection within 7 days
AST030005,2026-05-25,0,0.580131332145792,1,0.580131332145792,HIGH,58.01,Schedule inspection within 7 days
AST030006,2026-05-25,0,0.3294838044065579,0,0.3294838044065579,MEDIUM,32.95,Monitor asset condition
AST029949,2026-05-25,0,0.543231503042055,1,0.543231503042055,HIGH,54.32,Schedule inspection within 7 days
AST030027,2026-05-25,0,0.6153409948185036,1,0.6153409948185036,CRITICAL,61.53,Immediate inspection
AST029948,2026-05-25,0,0.4490145328231256,0,0.4490145328231256,HIGH,44.9,Schedule inspection within 7 days
